Unique Line ID,Fiscal Year Ending,County,County Name,Public Safety & Legal Services,Physical Health & Social Services,"Mental Health MR, DD",County Environment & Education,Roads & Transportation,Government Services to Residents,Administration,Nonprogram Current,Debt Service,Capital Projects,Sub-Total Expenditures,Operating Transfers Out,Refunded Debt/Escrow,Total Expenditures,Increase (Decrease) in Reserves,Total Ending Fund Balance,Total Requirements,Primary County Coordinates
2008_77_POLK_EXPEND_SA,2008,77,POLK,52623664,29845690,47041289,10585814,8945903,5978782,29808912,100000,10312376,34403865,229646295,14274426,0,243920721,0,48778960,292699681,POINT (-93.5735335 41.6855048)
2011_10_BUCHANAN_EXPEND_SA,2011,10,BUCHANAN,2902896,511135,3048366,1094200,5644000,667445,1437883,51489,383000,1542000,17282414,2072477,0,19354891,0,2970493,22325384,POINT (-91.8378392 42.4707777)
2012_43_HARRISON_EXPEND_SA,2012,43,HARRISON,2100547,1570525,2056300,869459,5455000,480642,1869859,0,448615,765830,15616777,1562076,0,17178853,0,6562009,23740862,POINT (-95.8169209 41.6828528)
2010_70_MUSCATINE_EXPEND_SA,2010,70,MUSCATINE,7294180,1534736,5325749,2554218,6500000,810997,2632821,30000,3995214,1225000,31902915,1352950,0,33255865,0,2722740,35978605,POINT (-91.1127562 41.4839221)
2008_9_BREMER_EXPEND_SA,2008,9,BREMER,2840597,595791,2079108,1759203,3455400,580342,1453781,0,795373,1000000,14559595,2769003,0,17328598,0,6558217,23886815,POINT (-92.31805480000001 42.7745873)
2019_51_JEFFERSON_EXPEND_SA,2019,51,JEFFERSON,3372416,903132,759293,797504,4193000,599671,1281532,0,377242,741155,13024945,1000000,0,14024945,0,3595362,17620307,POINT (-91.9488774 41.0317596)
2007_13_CALHOUN_EXPEND_SA,2007,13,CALHOUN,1323372,3597028,1134050,595763,3630145,405920,978600,7925,0,729000,12401803,1145694,,13547497,0,2874271,16421768,POINT (-94.6404136 42.385184800000005)
2008_30_DICKINSON_EXPEND_SA,2008,30,DICKINSON,2129920,550848,1344773,2224561,2936900,539935,1604069,390500,1450702,2969000,16141208,1962755,0,18103963,0,6707181,24811144,POINT (-95.1508301 43.3779848)
2006_9_BREMER_EXPEND_SA,2006,9,BREMER,2409774,515247,1700094,1291570,3363900,492140,1325441,0,712549,1587000,13397715,1998700,,15396415,0,5850927,21247342,POINT (-92.31805480000001 42.7745873)
2007_42_HARDIN_EXPEND_SA,2007,42,HARDIN,2999622,333062,1890294,762659,4009191,387512,1357158,95280,585113,897100,13316991,2855593,,16172584,0,4906329,21078913,POINT (-93.2404025 42.3838803)
2007_45_HOWARD_EXPEND_SA,2007,45,HOWARD,1023032,395851,1042178,1001259,2917826,261376,801737,1000,49939,594404,8088602,903006,,8991608,0,1806695,10798303,POINT (-92.3171989 43.3567673)
2005_5_AUDUBON_EXPEND_SA,2005,5,AUDUBON,835538,554569,768800,717785,2652966,255656,601104,1100,280730,158000,6826248,524093,,7350341,0,3192430,10542771,POINT (-94.9058222 41.6845893)
2007_97_WOODBURY_EXPEND_SA,2007,97,WOODBURY,11109842,4504209,10084845,2287570,6762831,2061227,6175879,511635,649936,2187660,46335634,4610711,,50946345,0,7194826,58141171,POINT (-96.0447673 42.3897169)
2006_28_DELAWARE_EXPEND_SA,2006,28,DELAWARE,1512282,450568,2077087,650140,4298000,583552,987399,17900,0,2023500,12600428,1363492,,13963920,0,1722598,15686518,POINT (-91.3673502 42.471211)
2014_28_DELAWARE_EXPEND_SA,2014,28,DELAWARE,2372568,681898,1550998,924126,5307385,788479,1467914,37900,73000,2044633,15248901,2014145,0,17263046,0,3482544,20745590,POINT (-91.3673502 42.471211)
2013_10_BUCHANAN_EXPEND_SA,2013,10,BUCHANAN,3031870,593860,3181744,1165177,6241250,710238,1417829,53375,500386,1982350,18878079,2332827,0,21210906,0,3011534,24222440,POINT (-91.8378392 42.4707777)
2006_38_GRUNDY_EXPEND_SA,2006,38,GRUNDY,1347474,481628,1360757,1259900,3288000,449413,1275236,0,156598,1771149,11390155,1002700,,12392855,0,4016978,16409833,POINT (-92.7914177 42.4018651)
2018_77_POLK_EXPEND_SA,2018,77,POLK,76357453,38855690,21215257,13949198,10991728,8059531,33882657,0,18721138,44697078,266729730,20084486,0,286814216,0,96555998,383370214,POINT (-93.5735335 41.6855048)
2018_28_DELAWARE_EXPEND_SA,2018,28,DELAWARE,3026958,549308,1515973,1020226,6563874,779674,2082318,49800,539634,2329965,18457730,2550011,0,21007741,0,6843039,27850780,POINT (-91.3673502 42.471211)
2008_45_HOWARD_EXPEND_SA,2008,45,HOWARD,1096287,424768,1073386,834020,2792421,283690,832663,1000,49940,39172,7427347,903365,0,8330712,0,2228833,10559545,POINT (-92.3171989 43.3567673)
2020_11_BUENA VISTA_EXPEND_SA,2020,11,BUENA VISTA,4687237,1680464,814908,1618517,6185000,939289,1980091,175600,1199968,1520125,20801199,2832396,0,23633595,0,4044134,27677729,POINT (-95.15114900000002 42.7354936)
2021_74_PALO ALTO_EXPEND_SA,2021,74,PALO ALTO,2345618,523969,288100,1717384,6099454,515461,1369475,0,2327755,388000,15575216,2758118,0,18333334,0,6193980,24527314,POINT (-94.6781371 43.0820643)
2010_12_BUTLER_EXPEND_SA,2010,12,BUTLER,1797567,1458006,1428870,742424,4310000,454196,1394393,10000,38942,1275000,12909398,1355000,0,14264398,0,4336699,18601097,POINT (-92.7901934 42.7315661)
2007_71_O'BRIEN_EXPEND_SA,2007,71,O'BRIEN,2586047,446937,1616104,545511,3300165,437693,841022,11000,303797,791000,10879276,1541777,,12421053,0,1866116,14287169,POINT (-95.6248784 43.0837527)
2008_62_MAHASKA_EXPEND_SA,2008,62,MAHASKA,2553182,933430,2386908,668039,4595000,565928,1273715,804550,8490,2385000,16174242,1406240,0,17580482,0,10602209,28182691,POINT (-92.6409094 41.3352035)
2005_80_RINGGOLD_EXPEND_SA,2005,80,RINGGOLD,629501,719392,860704,190547,2254278,235046,533591,16673,42681,330000,5812413,400000,,6212413,0,1703821,7916234,POINT (-94.2439719 40.7352023)
2013_16_CEDAR_EXPEND_SA,2013,16,CEDAR,3203311,1492396,2607861,1239465,5128000,481693,1478709,5100,0,908900,16545435,1866701,0,18412136,0,2166852,20578988,POINT (-91.1324125 41.7723207)
2006_97_WOODBURY_EXPEND_SA,2006,97,WOODBURY,10215170,4138291,9268819,1910306,6218044,2525040,5848821,50000,460704,2491311,43126506,4323015,,47449521,0,7509620,54959141,POINT (-96.0447673 42.3897169)
2009_42_HARDIN_EXPEND_SA,2009,42,HARDIN,3151136,331046,2033451,1205159,4316236,453701,1550868,89180,638251,1191386,14960414,2475358,0,17435772,0,4640983,22076755,POINT (-93.2404025 42.3838803)
2018_49_JACKSON_EXPEND_SA,2018,49,JACKSON,2422638,317139,1081251,1431157,5794905,708074,2008954,0,0,714358,14478476,1093200,0,15571676,0,7502309,23073985,POINT (-90.5742294 42.1717426)
2022_11_BUENA VISTA_EXPEND_SA,2022,11,BUENA VISTA,5342279,1698233,971963,1922082,6720000,1012270,2267705,317635,1403196,1881150,23536513,3003888,0,26540401,0,6324753,32865154,POINT (-95.15114900000002 42.7354936)
2020_77_POLK_EXPEND_SA,2020,77,POLK,80462942,41088538,27880386,14878791,11924833,8386804,37156993,0,21035645,45599549,288414481,28262533,0,316677014,0,96423160,413100174,POINT (-93.5735335 41.6855048)
2016_84_SIOUX_EXPEND_SA,2016,84,SIOUX,4558937,781744,1051847,1471496,6207175,999052,2351413,35000,887139,3738300,22082103,2986763,0,25068866,0,8840325,33909191,POINT (-96.1778827 43.0826174)
2014_7_BLACK HAWK_EXPEND_SA,2014,7,BLACK HAWK,18268452,8197698,7346351,3094069,5601325,1741161,5894660,0,5663255,3511251,59318222,2906004,0,62224226,0,16306994,78531220,POINT (-92.3088197 42.4700957)
2009_79_POWESHIEK_EXPEND_SA,2009,79,POWESHIEK,2276351,435823,1758520,876120,4402000,767187,1140798,213993,595588,7237367,19703747,1819646,0,21523393,0,4376171,25899564,POINT (-92.53146840000001 41.6864422)
2019_25_DALLAS_EXPEND_SA,2019,25,DALLAS,12361712,2380747,3031986,4826758,9296681,2153733,1986519,51850,4040282,21167427,61297695,6509915,0,67807610,0,21685534,89493144,POINT (-94.0397374 41.6848862)
2012_75_PLYMOUTH_EXPEND_SA,2012,75,PLYMOUTH,3061137,357557,1501235,948228,6306000,738520,4510669,0,1481950,878780,19784076,3128500,0,22912576,0,1821651,24734227,POINT (-96.2140431 42.7378346)
2015_67_MONONA_EXPEND_SA,2015,67,MONONA,1896972,555120,232614,753903,5270018,479478,1561966,0,46872,1237500,12034443,1624461,0,13658904,0,3694582,17353486,POINT (-95.9599235 42.0516663)
2011_71_O'BRIEN_EXPEND_SA,2011,71,O'BRIEN,2715035,445622,1912250,744128,3948700,508452,915999,8650,624948,989000,12812784,1307666,0,14120450,0,2519425,16639875,POINT (-95.6248784 43.0837527)
2015_44_HENRY_EXPEND_SA,2015,44,HENRY,3373734,996921,1746127,1148223,4379200,642257,1433801,58500,233500,811790,14824053,1343137,0,16167190,0,3823649,19990839,POINT (-91.5445241 40.9879383)
2018_2_ADAMS_EXPEND_SA,2018,2,ADAMS,1445389,223987,153310,722381,3598000,335425,853682,42500,775518,205500,8355692,981477,0,9337169,0,2525585,11862754,POINT (-94.6991849 41.02898390000001)
2022_28_DELAWARE_EXPEND_SA,2022,28,DELAWARE,3685801,652638,1255785,1256138,7604482,922032,2649370,52110,508400,1717000,20303756,2984599,0,23288355,0,11637635,34925990,POINT (-91.3673502 42.471211)
2009_5_AUDUBON_EXPEND_SA,2009,5,AUDUBON,1029110,618098,1144542,431047,3042456,308131,654989,100,112213,433265,7773951,635878,0,8409829,0,2167382,10577211,POINT (-94.9058222 41.6845893)
2017_10_BUCHANAN_EXPEND_SA,2017,10,BUCHANAN,3474703,636086,1216575,1157532,6187300,709157,1637691,90889,640297,1249900,17000130,2589477,0,19589607,0,6512519,26102126,POINT (-91.8378392 42.4707777)
2013_37_GREENE_EXPEND_SA,2013,37,GREENE,1388604,475488,1145013,817223,4076954,366185,1515300,50000,0,106000,9940767,1255000,0,11195767,0,3152096,14347863,POINT (-94.3968356 42.0362394)
2014_70_MUSCATINE_EXPEND_SA,2014,70,MUSCATINE,10061457,1319956,3129639,1084778,5847000,732568,3127044,0,1668000,2219000,29189442,1626500,0,30815942,0,5882686,36698628,POINT (-91.1127562 41.4839221)
2011_42_HARDIN_EXPEND_SA,2011,42,HARDIN,3380558,293213,2073584,1126199,4993380,472828,1477731,155680,822688,1395800,16191661,3142609,0,19334270,0,6142213,25476483,POINT (-93.2404025 42.3838803)
2019_88_UNION_EXPEND_SA,2019,88,UNION,1930185,552108,495156,626999,3769372,575592,1140325,0,1173300,2211442,12474479,980897,0,13455376,0,2599917,16055293,POINT (-94.2423792 41.0277304)
2010_38_GRUNDY_EXPEND_SA,2010,38,GRUNDY,1650862,458233,1363836,919193,4096770,404543,1514063,0,97913,1080718,11586131,1077600,0,12663731,0,3793451,16457182,POINT (-92.7914177 42.4018651)
2015_76_POCAHONTAS_EXPEND_SA,2015,76,POCAHONTAS,1948945,1500658,426955,1076802,4087043,377633,1482940,10385,90000,816002,11817363,1110000,0,12927363,0,4729010,17656373,POINT (-94.67874660000001 42.73413510000001)
2012_4_APPANOOSE_EXPEND_SA,2012,4,APPANOOSE,1994207,764896,1205659,744546,3162000,459857,1013286,0,197259,825000,10366710,776553,0,11143263,0,5906624,17049887,POINT (-92.8686104 40.7431635)
2012_28_DELAWARE_EXPEND_SA,2012,28,DELAWARE,2187063,683968,2727493,854194,4855556,691341,1362776,32400,72313,1676172,15143276,1935579,0,17078855,0,4129557,21208412,POINT (-91.3673502 42.471211)
2016_77_POLK_EXPEND_SA,2016,77,POLK,72112651,36196586,27670983,12503448,10098782,7622671,31560350,0,23037045,36286344,257088860,15119164,0,272208024,0,89252604,361460628,POINT (-93.5735335 41.6855048)
2014_65_MILLS_EXPEND_SA,2014,65,MILLS,3052269,1615784,361180,1476286,5330908,536011,1903517,0,524250,5650000,20450205,7528000,0,27978205,0,4483365,32461570,POINT (-95.62132670000001 41.0334523)
2018_60_LYON_EXPEND_SA,2018,60,LYON,3305114,641591,252121,918713,6683260,515091,1211793,90184,595555,6914900,21128322,3169192,0,24297514,0,4950918,29248432,POINT (-96.2102924 43.380497)
2021_27_DECATUR_EXPEND_SA,2021,27,DECATUR,1822354,769622,312344,637404,3860225,384226,939686,0,321282,178250,9225393,648712,0,9874105,0,2603529,12477634,POINT (-93.7862815 40.7376827)
2005_95_WINNEBAGO_EXPEND_SA,2005,95,WINNEBAGO,1077741,665965,1316309,689567,2734000,363022,722455,6630,197895,329166,8102750,1431809,,9534559,0,2054694,11589253,POINT (-93.7341955 43.37756780000001)
2013_5_AUDUBON_EXPEND_SA,2013,5,AUDUBON,1152034,616883,1043026,434204,3653566,372222,709003,0,77706,480000,8538644,755090,0,9293734,0,2185057,11478791,POINT (-94.9058222 41.6845893)
2007_86_TAMA_EXPEND_SA,2007,86,TAMA,2818982,1243900,1765549,1029428,5922666,514697,1250395,13000,0,3241432,17800049,1578170,,19378219,0,1813033,21191252,POINT (-92.5325425 42.07981170000001)
2013_95_WINNEBAGO_EXPEND_SA,2013,95,WINNEBAGO,1640093,1000062,1416842,900907,3217538,576309,995816,5000,936095,6001412,16690074,1518471,0,18208545,0,4356940,22565485,POINT (-93.7341955 43.37756780000001)
2022_60_LYON_EXPEND_SA,2022,60,LYON,3623149,671718,355132,990044,7485368,494527,1324596,119236,628800,2177000,17869570,3525452,0,21395022,0,6545972,27940994,POINT (-96.2102924 43.380497)
2014_38_GRUNDY_EXPEND_SA,2014,38,GRUNDY,1868998,536795,754926,900475,4424225,423752,1812569,0,1258320,971325,12951385,1527270,0,14478655,0,3381630,17860285,POINT (-92.7914177 42.4018651)
2009_20_CLARKE_EXPEND_SA,2009,20,CLARKE,1655988,1048723,1070600,283643,2417850,361865,796368,0,209400,295800,8140237,550909,0,8691146,0,2410967,11102113,POINT (-93.78515790000002 41.0290323)
2016_5_AUDUBON_EXPEND_SA,2016,5,AUDUBON,1433552,614926,232182,545129,3630125,347558,745215,100,748745,37284,8334816,857860,0,9192676,0,3773151,12965827,POINT (-94.9058222 41.6845893)
2008_99_WRIGHT_EXPEND_SA,2008,99,WRIGHT,1599013,3242648,1704738,1083627,3645000,450443,1038257,42500,208732,710000,13724958,1191953,0,14916911,0,2632563,17549474,POINT (-93.7351465 42.7331189)
2011_31_DUBUQUE_EXPEND_SA,2011,31,DUBUQUE,13394898,13422451,9537531,3513511,6599821,1371884,8216518,600,500900,4242000,60800114,4469944,0,65270058,0,5640128,70910186,POINT (-90.8824564 42.468832)
2013_48_IOWA_EXPEND_SA,2013,48,IOWA,3162702,1037926,1634095,983141,6120472,572284,1484292,72806,1256490,509623,16833831,1274698,0,18108529,0,4285093,22393622,POINT (-92.065524 41.6863229)
2012_36_FREMONT_EXPEND_SA,2012,36,FREMONT,1705316,312681,1237787,783890,3766000,400417,1277842,2300,146693,311000,9943926,908000,0,10851926,0,2977713,13829639,POINT (-95.6046765 40.7455892)
2012_48_IOWA_EXPEND_SA,2012,48,IOWA,2991472,997226,1552585,965098,5584889,534140,1344659,104185,1355914,674960,16105128,1271725,0,17376853,0,3649323,21026176,POINT (-92.065524 41.6863229)
2017_49_JACKSON_EXPEND_SA,2017,49,JACKSON,2345096,430496,954197,1438511,5597911,877575,1894667,0,0,826067,14364520,1035200,0,15399720,0,5662965,21062685,POINT (-90.5742294 42.1717426)
2014_97_WOODBURY_EXPEND_SA,2014,97,WOODBURY,13364338,5523285,5426606,2428067,7546993,2340117,6228742,271136,1057211,5882886,50069381,7774266,0,57843647,0,8351239,66194886,POINT (-96.0447673 42.3897169)
2018_66_MITCHELL_EXPEND_SA,2018,66,MITCHELL,1888575,1757301,628256,1450864,3825000,397859,1335249,0,4031389,3630000,18944493,1344160,0,20288653,0,3194362,23483015,POINT (-92.7890315 43.3564124)
2009_69_MONTGOMERY_EXPEND_SA,2009,69,MONTGOMERY,1634749,712711,1073169,306859,2757148,388374,765511,188,64496,412534,8115739,984202,0,9099941,0,2543617,11643558,POINT (-95.1563758 41.03014)
2008_36_FREMONT_EXPEND_SA,2008,36,FREMONT,1720542,181582,1438861,623552,3230000,377173,970356,2800,0,221000,8765866,834574,0,9600440,0,2436774,12037214,POINT (-95.6046765 40.7455892)
2016_41_HANCOCK_EXPEND_SA,2016,41,HANCOCK,1952787,351105,441962,586567,5270300,483446,1063020,14500,0,555000,10718687,2170000,0,12888687,0,4233736,17122423,POINT (-93.7342723 43.0818861)
2017_74_PALO ALTO_EXPEND_SA,2017,74,PALO ALTO,1958224,443075,466104,1370587,5001674,460821,1255069,0,1886621,3025290,15867465,2506136,0,18373601,0,6096618,24470219,POINT (-94.6781371 43.0820643)
2017_81_SAC_EXPEND_SA,2017,81,SAC,2680879,792277,326639,959850,5286650,499502,1447278,0,43076,1566500,13602651,1478267,0,15080918,0,3848328,18929246,POINT (-95.1053946 42.3862604)
2010_81_SAC_EXPEND_SA,2010,81,SAC,1986006,580653,1466000,821203,3694700,353329,1161618,0,55000,675000,10793509,1079071,0,11872580,0,1909806,13782386,POINT (-95.1053946 42.3862604)
2016_64_MARSHALL_EXPEND_SA,2016,64,MARSHALL,8022912,943564,1437317,930261,6080200,1069300,3271961,0,751500,1769345,24276360,2585000,0,26861360,0,6224058,33085418,POINT (-92.9987706 42.0358499)
2009_32_EMMET_EXPEND_SA,2009,32,EMMET,1493037,689794,1712721,428820,2776132,381371,974030,0,15300,267210,8738415,613084,0,9351499,0,866095,10217594,POINT (-94.6784803 43.37802250000001)
2020_48_IOWA_EXPEND_SA,2020,48,IOWA,5458880,1415754,1015000,1100599,7259150,763788,3394174,149060,770655,2395500,23722560,1315000,0,25037560,0,5845500,30883060,POINT (-92.065524 41.6863229)
2013_69_MONTGOMERY_EXPEND_SA,2013,69,MONTGOMERY,2054319,644685,1292605,358117,3255663,491278,1000812,200,410823,1599534,11108036,1115251,0,12223287,0,4358230,16581517,POINT (-95.1563758 41.03014)
2018_98_WORTH_EXPEND_SA,2018,98,WORTH,2281170,1038407,272277,944959,4024493,426023,1514128,0,2392263,1197000,14090720,1162398,0,15253118,0,7543434,22796552,POINT (-93.2608476 43.3773984)
2020_53_JONES_EXPEND_SA,2020,53,JONES,3184888,827546,889845,2094164,6881371,802949,1985227,92154,448584,4047599,21254327,2463664,0,23717991,0,4930998,28648989,POINT (-91.1314352 42.1212397)
2011_3_ALLAMAKEE_EXPEND_SA,2011,3,ALLAMAKEE,1461142,669814,1980979,971728,4535132,432794,872689,9350,0,1050000,11983628,1400961,0,13384589,0,2718512,16103101,POINT (-91.3780923 43.2842838)
2018_92_WASHINGTON_EXPEND_SA,2018,92,WASHINGTON,5297868,2346013,779757,1277037,6344032,769499,2304934,14000,2520455,1317136,22970731,2781656,0,25752387,0,2986703,28739090,POINT (-91.7178676 41.335591)
2020_98_WORTH_EXPEND_SA,2020,98,WORTH,2514043,1104984,279446,1006816,4396145,459062,1638581,0,2273061,1380000,15052138,1231732,0,16283870,0,7791680,24075550,POINT (-93.2608476 43.3773984)
2015_30_DICKINSON_EXPEND_SA,2015,30,DICKINSON,2496393,578572,887132,2719794,4388270,761354,2036133,178500,1721727,2179807,17947682,3130069,0,21077751,0,8316130,29393881,POINT (-95.1508301 43.3779848)
2010_34_FLOYD_EXPEND_SA,2010,34,FLOYD,2208720,1348887,2081547,737392,4713795,572934,1244656,0,185041,943000,14035972,986712,0,15022684,0,6011507,21034191,POINT (-92.78900330000002 43.0599208)
2011_51_JEFFERSON_EXPEND_SA,2011,51,JEFFERSON,2819088,737256,1252708,924121,2970000,500153,887253,0,183135,307500,10581214,994371,0,11575585,0,2967162,14542747,POINT (-91.9488774 41.0317596)
2020_66_MITCHELL_EXPEND_SA,2020,66,MITCHELL,2099961,1287513,579604,2243081,4160000,440861,1995302,0,4211459,960000,17977781,1412875,0,19390656,0,3360327,22750983,POINT (-92.7890315 43.3564124)
2018_71_O'BRIEN_EXPEND_SA,2018,71,O'BRIEN,3509431,434125,396966,930165,4537000,630936,1506535,13500,272458,2419000,14650116,2060650,0,16710766,0,6461568,23172334,POINT (-95.6248784 43.0837527)
2009_64_MARSHALL_EXPEND_SA,2009,64,MARSHALL,6194265,962635,3877775,958621,5711600,877065,2796653,0,739475,1626742,23744831,1512392,0,25257223,0,4819540,30076763,POINT (-92.9987706 42.0358499)
2014_18_CHEROKEE_EXPEND_SA,2014,18,CHEROKEE,2211255,387718,792630,927658,4366126,577668,1436746,0,0,1465000,12164801,1485000,0,13649801,0,4511029,18160830,POINT (-95.6238055 42.7356226)
2015_3_ALLAMAKEE_EXPEND_SA,2015,3,ALLAMAKEE,1818964,647397,964265,2640406,4937199,517532,1175749,213500,0,1550000,14465012,1644127,0,16109139,0,1953583,18062722,POINT (-91.3780923 43.2842838)
2020_16_CEDAR_EXPEND_SA,2020,16,CEDAR,4386836,1455712,783205,1623135,6818500,583928,1883632,7000,0,1175000,18716948,2684567,0,21401515,0,4437764,25839279,POINT (-91.1324125 41.7723207)
2012_31_DUBUQUE_EXPEND_SA,2012,31,DUBUQUE,13535431,13477777,9431810,3249526,6550373,1490372,3281697,800,523514,5373500,56914800,5263269,0,62178069,0,10854610,73032679,POINT (-90.8824564 42.468832)
2013_31_DUBUQUE_EXPEND_SA,2013,31,DUBUQUE,13766295,13684125,10916526,3518726,6545137,1366344,3469974,950,551956,6348936,60168969,6924821,0,67093790,0,11337575,78431365,POINT (-90.8824564 42.468832)
2006_33_FAYETTE_EXPEND_SA,2006,33,FAYETTE,2498455,556391,2526580,1243987,4339145,514480,1061712,8550,350705,1518864,14618869,1376149,,15995018,0,1059465,17054483,POINT (-91.8443207 42.8625919)
2005_48_IOWA_EXPEND_SA,2005,48,IOWA,1899004,719531,1483026,717398,4196181,345361,1064934,19840,81780,1524000,12051055,1147000,,13198055,0,2728427,15926482,POINT (-92.065524 41.6863229)
2005_16_CEDAR_EXPEND_SA,2005,16,CEDAR,2305241,1301404,2453206,855288,4464302,436403,1328559,0,520565,1000000,14664968,2211517,,16876485,0,5210071,22086556,POINT (-91.1324125 41.7723207)
2006_65_MILLS_EXPEND_SA,2006,65,MILLS,2170726,1656272,1337283,730944,4345900,542562,989662,0,0,500000,12273349,1172500,,13445849,0,2658524,16104373,POINT (-95.62132670000001 41.0334523)
2007_3_ALLAMAKEE_EXPEND_SA,2007,3,ALLAMAKEE,1205100,632767,1942826,745821,3540893,363218,886313,56420,0,500000,9873358,1109050,,10982408,0,2862788,13845196,POINT (-91.3780923 43.2842838)
2013_59_LUCAS_EXPEND_SA,2013,59,LUCAS,1016103,724653,1157908,186752,3195245,310512,927053,0,306256,1095200,8919682,582561,0,9502243,0,527774,10030017,POINT (-93.3277207 41.0293738)
2022_31_DUBUQUE_EXPEND_SA,2022,31,DUBUQUE,18163635,6336083,3606757,5184225,9733605,2323935,5731981,1190000,2813646,6183888,61267755,5149216,0,66416971,0,24581735,90998706,POINT (-90.8824564 42.468832)
2005_69_MONTGOMERY_EXPEND_SA,2005,69,MONTGOMERY,1454250,773509,894701,481879,2983920,370694,697922,93,113204,288570,8058742,892070,,8950812,0,1347115,10297927,POINT (-95.1563758 41.03014)
2021_14_CARROLL_EXPEND_SA,2021,14,CARROLL,4862100,1021610,754975,1234638,7017650,676701,2008237,55000,1156767,7759500,26547178,3981462,0,30528640,0,7127053,37655693,POINT (-94.8605593 42.0362382)
2014_92_WASHINGTON_EXPEND_SA,2014,92,WASHINGTON,4539054,2631192,677150,942693,5189114,706212,1949618,45400,3172840,3261606,23114879,2373465,0,25488344,0,3410462,28898806,POINT (-91.7178676 41.335591)
