Unique Line ID,Fiscal Year Ending,County,County Name,Public Safety & Legal Services,Physical Health & Social Services,"Mental Health MR, DD",County Environment & Education,Roads & Transportation,Government Services to Residents,Administration,Nonprogram Current,Debt Service,Capital Projects,Sub-Total Expenditures,Operating Transfers Out,Refunded Debt/Escrow,Total Expenditures,Increase (Decrease) in Reserves,Total Ending Fund Balance,Total Requirements,Primary County Coordinates
2006_82_SCOTT_EXPEND_SA,2006,82,SCOTT,20289443,5752400,13535864,3721731,4129000,1892398,7343224,0,1382609,5485530,63532199,8497603,,72029802,0,17224997,89254799,POINT (-90.6232428 41.6370978)
2011_96_WINNESHIEK_EXPEND_SA,2011,96,WINNESHIEK,2257607,1700154,2389801,1410630,5414275,407112,1800570,5400,492025,2370817,18248391,2061209,0,20309600,0,3402973,23712573,POINT (-91.8437074 43.2906746)
2007_99_WRIGHT_EXPEND_SA,2007,99,WRIGHT,1548773,3080707,1574874,944139,3605000,430179,1031144,37377,288982,785000,13326175,1193222,,14519397,0,2574441,17093838,POINT (-93.7351465 42.7331189)
2005_18_CHEROKEE_EXPEND_SA,2005,18,CHEROKEE,1450154,717141,1054370,457721,2828400,258079,888969,0,0,2200000,9854834,1008000,,10862834,0,2874545,13737379,POINT (-95.6238055 42.7356226)
2009_49_JACKSON_EXPEND_SA,2009,49,JACKSON,1555998,493337,2490268,1030658,4039038,573115,1384544,111100,16737,178321,11873116,1366500,0,13239616,0,4292092,17531708,POINT (-90.5742294 42.1717426)
2018_88_UNION_EXPEND_SA,2018,88,UNION,1862366,501376,496156,3638972,3758993,619981,1009782,0,834723,235000,12957349,1131123,0,14088472,0,2713058,16801530,POINT (-94.2423792 41.0277304)
2006_51_JEFFERSON_EXPEND_SA,2006,51,JEFFERSON,2375214,571045,1234524,504397,2525000,480744,852644,0,3572220,376000,12491788,792754,,13284542,0,2915725,16200267,POINT (-91.9488774 41.0317596)
2021_48_IOWA_EXPEND_SA,2021,48,IOWA,5787872,1482633,638487,1109015,7111824,777698,4918229,147572,758790,1827000,24559120,1315000,0,25874120,0,6417602,32291722,POINT (-92.065524 41.6863229)
2008_79_POWESHIEK_EXPEND_SA,2008,79,POWESHIEK,2093750,427127,1803670,763550,4470000,745288,1185484,230693,201718,1780000,13701280,1266838,0,14968118,0,3763532,18731650,POINT (-92.53146840000001 41.6864422)
2012_41_HANCOCK_EXPEND_SA,2012,41,HANCOCK,1427597,1487731,1549000,510651,4839800,350059,936559,1700,0,632000,11735097,2015000,0,13750097,0,3952797,17702894,POINT (-93.7342723 43.0818861)
2011_8_BOONE_EXPEND_SA,2011,8,BOONE,3263186,758889,2715225,3189768,5558250,642030,1809877,0,1140844,1307300,20385369,2135363,0,22520732,0,3073342,25594074,POINT (-93.931671 42.0365493)
2010_90_WAPELLO_EXPEND_SA,2010,90,WAPELLO,3492487,1632660,5338192,942264,3640676,584009,2682610,135036,300666,1012500,19761100,1000000,0,20761100,0,6191667,26952767,POINT (-92.4094499 41.03058450000001)
2016_66_MITCHELL_EXPEND_SA,2016,66,MITCHELL,1714030,1806654,679852,1703855,3850000,369841,1418965,0,4515612,2600000,18658809,1404625,0,20063434,0,2401879,22465313,POINT (-92.7890315 43.3564124)
2013_28_DELAWARE_EXPEND_SA,2013,28,DELAWARE,2283212,704474,3205866,875029,4707225,681860,1340681,32400,72400,2932092,16835239,1931367,0,18766606,0,3752662,22519268,POINT (-91.3673502 42.471211)
2010_68_MONROE_EXPEND_SA,2010,68,MONROE,1309997,859792,1017640,319830,2614634,393985,1033705,0,162375,889500,8601458,924062,0,9525520,0,999144,10524664,POINT (-92.8689877 41.0297826)
2014_14_CARROLL_EXPEND_SA,2014,14,CARROLL,3329117,1174526,1305389,1014942,5224100,522107,1665182,0,0,1169001,15404364,2157000,0,17561364,0,6972693,24534057,POINT (-94.8605593 42.0362382)
2014_85_STORY_EXPEND_SA,2014,85,STORY,10198358,2277887,6789252,2868985,5513200,1206202,4955659,0,2248401,1301510,37359454,2307000,0,39666454,0,9163012,48829466,POINT (-93.4650448 42.0362415)
2006_78_POTTAWATTAMIE_EXPEND_SA,2006,78,POTTAWATTAMIE,15190712,2996267,7638619,3941075,9814260,1629079,5819421,0,1623891,5314033,53967357,4010944,,57978301,0,7617615,65595916,POINT (-95.5423935 41.3366123)
2009_28_DELAWARE_EXPEND_SA,2009,28,DELAWARE,1917692,532569,2707741,753267,3812000,543684,1138708,25960,0,1886700,13318321,1653183,0,14971504,0,1378104,16349608,POINT (-91.3673502 42.471211)
2015_18_CHEROKEE_EXPEND_SA,2015,18,CHEROKEE,2250790,370065,785879,921233,4664810,511582,1486483,0,0,2555500,13546342,1783500,0,15329842,0,4884494,20214336,POINT (-95.6238055 42.7356226)
2012_2_ADAMS_EXPEND_SA,2012,2,ADAMS,1027158,295629,547070,585081,2896000,233610,719844,32266,462350,35500,6834508,770302,0,7604810,0,2710259,10315069,POINT (-94.6991849 41.02898390000001)
2006_93_WAYNE_EXPEND_SA,2006,93,WAYNE,749310,610831,756159,309433,2537868,263147,633998,43750,0,209000,6113496,501484,,6614980,0,532596,7147576,POINT (-93.3273639 40.73947020000001)
2009_7_BLACK HAWK_EXPEND_SA,2009,7,BLACK HAWK,16161254,11919503,22200918,2777624,5477582,1725319,5253463,0,3848899,17646935,87011497,1981474,0,88992971,0,9768540,98761511,POINT (-92.3088197 42.4700957)
2012_40_HAMILTON_EXPEND_SA,2012,40,HAMILTON,2615187,2065214,2465394,1271999,4572650,490823,1304957,0,2510066,870985,18167275,2446558,0,20613833,0,3341458,23955291,POINT (-93.7068085 42.3837722)
2005_23_CLINTON_EXPEND_SA,2005,23,CLINTON,4999878,1302565,7024889,1154447,4800970,981426,2263242,100000,0,918841,23546258,704132,,24250390,0,3263587,27513977,POINT (-90.5319724 41.8980358)
2021_32_EMMET_EXPEND_SA,2021,32,EMMET,2263825,806022,303520,601072,3781070,598475,1477886,0,0,26000,9857870,1101141,0,10959011,0,4461435,15420446,POINT (-94.6784803 43.37802250000001)
2019_4_APPANOOSE_EXPEND_SA,2019,4,APPANOOSE,2871874,537286,721755,788632,3779609,555679,1100691,0,116111,1113754,11585391,665110,0,12250501,0,5492609,17743110,POINT (-92.8686104 40.7431635)
2005_45_HOWARD_EXPEND_SA,2005,45,HOWARD,927717,509128,1019700,901188,2424171,224854,679907,1000,30408,427463,7145536,834000,,7979536,0,1563131,9542667,POINT (-92.3171989 43.3567673)
2013_52_JOHNSON_EXPEND_SA,2013,52,JOHNSON,21922873,8609285,14039460,3565692,8400949,2418888,7615331,3000,4701920,12931175,84208573,22636534,0,106845107,0,19380633,126225740,POINT (-91.5880849 41.6715511)
2016_37_GREENE_EXPEND_SA,2016,37,GREENE,1624870,460351,465319,1063821,4881706,374719,1629606,235000,0,434300,11169692,1255000,0,12424692,0,3544377,15969069,POINT (-94.3968356 42.0362394)
2012_80_RINGGOLD_EXPEND_SA,2012,80,RINGGOLD,1087590,1021764,955213,245743,2844397,290962,1580302,22700,250000,308000,8606671,648258,0,9254929,0,2279394,11534323,POINT (-94.2439719 40.7352023)
2021_37_GREENE_EXPEND_SA,2021,37,GREENE,2718663,580385,301129,1149793,5993800,412830,2145875,110000,150000,2797000,16359475,1860100,0,18219575,0,3344635,21564210,POINT (-94.3968356 42.0362394)
2007_89_VAN BUREN_EXPEND_SA,2007,89,VAN BUREN,944619,373280,572346,372323,2735000,269127,557571,3500,0,730000,6557766,465448,,7023214,0,1637277,8660491,POINT (-91.9499871 40.7532294)
2022_70_MUSCATINE_EXPEND_SA,2022,70,MUSCATINE,13380404,1462506,1270637,1582412,7842000,1023459,3647798,0,2325984,4276550,36811750,2539170,0,39350920,0,16956892,56307812,POINT (-91.1127562 41.4839221)
2021_69_MONTGOMERY_EXPEND_SA,2021,69,MONTGOMERY,3606095,512125,250075,420341,4484321,498573,1221968,0,1253143,2200000,14446641,1095850,0,15542491,0,2463981,18006472,POINT (-95.1563758 41.03014)
2019_3_ALLAMAKEE_EXPEND_SA,2019,3,ALLAMAKEE,2620725,713573,694836,1146293,6437435,552694,1223975,17000,420500,1400000,15227031,2010000,0,17237031,0,2534008,19771039,POINT (-91.3780923 43.2842838)
2012_51_JEFFERSON_EXPEND_SA,2012,51,JEFFERSON,2806625,725906,1210018,727995,2990000,527053,986489,0,197965,577500,10749551,1000000,0,11749551,0,2570942,14320493,POINT (-91.9488774 41.0317596)
2013_84_SIOUX_EXPEND_SA,2013,84,SIOUX,4252921,1507368,2762316,1138144,5715960,910832,2215102,37000,888625,9849800,29278068,3015550,0,32293618,0,-737817,31555801,POINT (-96.1778827 43.0826174)
2013_35_FRANKLIN_EXPEND_SA,2013,35,FRANKLIN,1608122,1993696,1377773,817278,4408036,497144,1774197,0,908758,1331334,14716338,1551126,0,16267464,0,4765914,21033378,POINT (-93.262473 42.7325458)
2010_83_SHELBY_EXPEND_SA,2010,83,SHELBY,1783678,529616,2378090,406241,4308550,426627,1049758,0,266796,1043196,12192552,2322105,0,14514657,0,3352793,17867450,POINT (-95.31021130000002 41.6850926)
2012_19_CHICKASAW_EXPEND_SA,2012,19,CHICKASAW,1483931,1411252,1242770,763432,4366433,379782,1190938,0,0,1284664,12123202,2206208,0,14329410,0,4871669,19201079,POINT (-92.3176637 43.06004140000001)
2010_85_STORY_EXPEND_SA,2010,85,STORY,8713194,1958834,8715388,2538842,5115950,1169736,4533558,0,2227430,5375000,40347932,2000000,0,42347932,0,5960398,48308330,POINT (-93.4650448 42.0362415)
2007_94_WEBSTER_EXPEND_SA,2007,94,WEBSTER,4554212,2203150,4056463,1088603,5970000,792550,2489036,580000,381605,1800000,23915619,1950000,,25865619,0,7645248,33510867,POINT (-94.18178810000002 42.4279662)
2020_51_JEFFERSON_EXPEND_SA,2020,51,JEFFERSON,3509002,932722,672255,873336,4249000,663340,1433065,0,922833,10004193,23259746,1000000,0,24259746,0,3762726,28022472,POINT (-91.9488774 41.0317596)
2014_68_MONROE_EXPEND_SA,2014,68,MONROE,1534991,904398,449268,445627,2565377,435600,1201276,0,336912,640500,8513949,1043848,0,9557797,0,1648886,11206683,POINT (-92.8689877 41.0297826)
2019_18_CHEROKEE_EXPEND_SA,2019,18,CHEROKEE,2519516,368313,364992,1000756,6458600,588446,1610281,0,0,1340753,14251657,1937575,0,16189232,0,7219455,23408687,POINT (-95.6238055 42.7356226)
2005_60_LYON_EXPEND_SA,2005,60,LYON,1766485,605052,813168,425535,2818210,352730,786228,125000,275175,635000,8602583,865000,,9467583,0,3114214,12581797,POINT (-96.2102924 43.380497)
2006_20_CLARKE_EXPEND_SA,2006,20,CLARKE,1308921,902106,949206,258966,2184800,411161,726719,0,626540,145800,7514219,534819,,8049038,0,3273999,11323037,POINT (-93.78515790000002 41.0290323)
2022_19_CHICKASAW_EXPEND_SA,2022,19,CHICKASAW,2460725,1523711,357990,742630,6230775,585260,1847639,0,479360,551258,14779348,1742140,0,16521488,0,4553225,21074713,POINT (-92.3176637 43.06004140000001)
2020_36_FREMONT_EXPEND_SA,2020,36,FREMONT,3172902,304411,173700,510174,4399000,529345,2146620,10000,677005,468000,12391157,1381335,0,13772492,0,3132267,16904759,POINT (-95.6046765 40.7455892)
2016_36_FREMONT_EXPEND_SA,2016,36,FREMONT,2094926,279679,501485,661505,3979000,475071,1413353,1500,464299,775000,10645818,1233191,0,11879009,0,8397336,20276345,POINT (-95.6046765 40.7455892)
2007_84_SIOUX_EXPEND_SA,2007,84,SIOUX,3256295,1611148,2558289,699926,4998400,810457,1835395,47750,479016,3186275,19482951,1584257,,21067208,0,-54413,21012795,POINT (-96.1778827 43.0826174)
2007_7_BLACK HAWK_EXPEND_SA,2007,7,BLACK HAWK,15219649,10834294,20381105,2494010,4769361,1620442,4993769,0,2536412,4295103,67144145,1699851,,68843996,0,5309549,74153545,POINT (-92.3088197 42.4700957)
2017_69_MONTGOMERY_EXPEND_SA,2017,69,MONTGOMERY,3014680,661134,403694,393164,4135195,480843,2084153,200,408210,85158,11666431,867000,0,12533431,0,4083223,16616654,POINT (-95.1563758 41.03014)
2017_39_GUTHRIE_EXPEND_SA,2017,39,GUTHRIE,1748968,1463124,321994,1350146,5128166,420548,1120538,2000,479941,7975000,20010425,1729541,0,21739966,0,4772928,26512894,POINT (-94.501055 41.6837548)
2010_51_JEFFERSON_EXPEND_SA,2010,51,JEFFERSON,2748595,679962,1352708,988745,2775000,491463,776252,0,181058,970000,10963783,902661,0,11866444,0,2838617,14705061,POINT (-91.9488774 41.0317596)
2020_4_APPANOOSE_EXPEND_SA,2020,4,APPANOOSE,3000427,520480,734933,899759,4126671,574766,1123910,0,102320,1133754,12217020,686786,0,12903806,0,4879230,17783036,POINT (-92.8686104 40.7431635)
2007_62_MAHASKA_EXPEND_SA,2007,62,MAHASKA,2528879,881091,2315547,642356,4380000,559059,1215862,737400,0,1015000,14275194,1395402,,15670596,0,11846688,27517284,POINT (-92.6409094 41.3352035)
2005_28_DELAWARE_EXPEND_SA,2005,28,DELAWARE,1452037,420177,2045841,579787,4042500,403738,913375,11947,0,2341628,12211030,1241700,,13452730,0,1342411,14795141,POINT (-91.3673502 42.471211)
2009_18_CHEROKEE_EXPEND_SA,2009,18,CHEROKEE,1573145,302223,1448721,664197,3434363,470058,1453135,0,0,2015000,11360842,1134000,0,12494842,0,2525975,15020817,POINT (-95.6238055 42.7356226)
2011_48_IOWA_EXPEND_SA,2011,48,IOWA,2728548,920807,1425090,828046,5650184,497470,1427617,93110,636186,864119,15071177,1396725,0,16467902,0,3348069,19815971,POINT (-92.065524 41.6863229)
2019_43_HARRISON_EXPEND_SA,2019,43,HARRISON,3060515,1833439,297129,1226171,6070000,587108,1556718,0,119075,1762000,16512155,2213000,0,18725155,0,8735641,27460796,POINT (-95.8169209 41.6828528)
2005_72_OSCEOLA_EXPEND_SA,2005,72,OSCEOLA,809771,149397,559500,271496,1915000,183695,596777,0,0,280000,4765636,544311,,5309947,0,2054636,7364583,POINT (-95.6236852 43.3785704)
2008_95_WINNEBAGO_EXPEND_SA,2008,95,WINNEBAGO,1262011,693952,1298380,541777,3058000,422407,900661,169912,156800,600500,9104400,1557409,0,10661809,0,1315347,11977156,POINT (-93.7341955 43.37756780000001)
2016_51_JEFFERSON_EXPEND_SA,2016,51,JEFFERSON,2988592,924680,607300,676379,3717800,516531,1093468,10000,254700,362500,11151950,1151333,0,12303283,0,2895216,15198499,POINT (-91.9488774 41.0317596)
2020_19_CHICKASAW_EXPEND_SA,2020,19,CHICKASAW,2356135,1536703,508152,685307,5714735,493892,1667718,0,522548,4010511,17495701,2155287,0,19650988,0,4078375,23729363,POINT (-92.3176637 43.06004140000001)
2005_13_CALHOUN_EXPEND_SA,2005,13,CALHOUN,1259812,3679956,1003578,612855,3210395,346007,946558,8125,0,551750,11619036,966460,,12585496,0,2925477,15510973,POINT (-94.6404136 42.385184800000005)
2021_86_TAMA_EXPEND_SA,2021,86,TAMA,3879456,1788821,585720,983342,9404119,793860,1965285,9500,965155,8074869,28450127,3138965,0,31589092,0,2952841,34541933,POINT (-92.5325425 42.07981170000001)
2009_50_JASPER_EXPEND_SA,2009,50,JASPER,4808002,1963251,4851880,1310224,5709098,964513,2798328,11500,1826490,2049488,26292774,4362581,0,30655355,0,3819122,34474477,POINT (-93.053765 41.6860394)
2014_46_HUMBOLDT_EXPEND_SA,2014,46,HUMBOLDT,1784775,359009,1146517,749016,3263256,404812,1088608,0,0,245000,9040993,1635016,0,10676009,0,3965895,14641904,POINT (-94.2071868 42.7764686)
2008_86_TAMA_EXPEND_SA,2008,86,TAMA,2961542,1333427,1396312,663538,5811716,515208,1250436,11500,0,2234837,16178516,1537359,0,17715875,0,2505718,20221593,POINT (-92.5325425 42.07981170000001)
2005_55_KOSSUTH_EXPEND_SA,2005,55,KOSSUTH,2612375,407262,2176838,623442,5263000,573819,1531258,62036,1051952,1237500,15539482,2020896,,17560378,0,3369558,20929936,POINT (-94.2067199 43.20413)
2010_78_POTTAWATTAMIE_EXPEND_SA,2010,78,POTTAWATTAMIE,19345824,3134340,10183810,7420696,11337000,1968198,5575687,0,3896211,6700000,69561766,5924584,0,75486350,0,15905334,91391684,POINT (-95.5423935 41.3366123)
2022_25_DALLAS_EXPEND_SA,2022,25,DALLAS,15442262,2033935,3423303,3220958,9891985,2548624,2328009,104832,2314816,8430000,49738724,11422740,0,61161464,0,23486939,84648403,POINT (-94.0397374 41.6848862)
2008_17_CERRO GORDO_EXPEND_SA,2008,17,CERRO GORDO,6514171,5012588,5965000,1344484,4997890,968039,2358685,40500,1515659,4220000,32937016,2575675,0,35512691,0,8310458,43823149,POINT (-93.2608184 43.081557700000005)
2017_84_SIOUX_EXPEND_SA,2017,84,SIOUX,4810639,800164,932367,1581651,6658600,1005239,2508863,35000,873215,2906300,22112038,2981870,0,25093908,0,7167038,32260946,POINT (-96.1778827 43.0826174)
2018_85_STORY_EXPEND_SA,2018,85,STORY,11862605,2585205,1796570,4078611,6526900,1217068,5590037,0,1355532,3764680,38777208,3203561,0,41980769,0,17698537,59679306,POINT (-93.4650448 42.0362415)
2018_26_DAVIS_EXPEND_SA,2018,26,DAVIS,1617653,406015,327643,530764,4382200,418049,1083959,30493,411789,1150000,10358565,801300,0,11159865,0,1121885,12281750,POINT (-92.4097173 40.7476891)
2011_18_CHEROKEE_EXPEND_SA,2011,18,CHEROKEE,1753048,387260,1374878,694980,3904115,354088,1727728,0,0,1502000,11698097,1425000,0,13123097,0,2873682,15996779,POINT (-95.6238055 42.7356226)
2012_95_WINNEBAGO_EXPEND_SA,2012,95,WINNEBAGO,1534765,981205,1424842,897504,3258153,472004,1024786,5000,799798,5310247,15708304,1453223,0,17161527,0,3701224,20862751,POINT (-93.7341955 43.37756780000001)
2006_46_HUMBOLDT_EXPEND_SA,2006,46,HUMBOLDT,1313493,316758,1391204,499596,3085298,407335,1082168,0,0,240000,8335852,1075256,,9411108,0,2205152,11616260,POINT (-94.2071868 42.7764686)
2012_21_CLAY_EXPEND_SA,2012,21,CLAY,2381469,572940,1893511,1275219,4582266,430700,1606052,0,59925,1351000,14153082,2059698,0,16212780,0,4341978,20554758,POINT (-95.1509194 43.0825804)
2010_4_APPANOOSE_EXPEND_SA,2010,4,APPANOOSE,1851214,781025,1303253,767636,3163000,458996,901439,0,205440,300000,9732003,499940,0,10231943,0,5297687,15529630,POINT (-92.8686104 40.7431635)
2021_52_JOHNSON_EXPEND_SA,2021,52,JOHNSON,28642613,14258969,6401588,6447248,10775271,3348987,11207999,165700,20458257,23915801,125622433,18332635,0,143955068,0,25349359,169304427,POINT (-91.5880849 41.6715511)
2022_51_JEFFERSON_EXPEND_SA,2022,51,JEFFERSON,3811087,829903,823666,753494,4319000,638556,1728718,0,852405,3063506,16820335,1100000,0,17920335,0,3083458,21003793,POINT (-91.9488774 41.0317596)
2015_69_MONTGOMERY_EXPEND_SA,2015,69,MONTGOMERY,2247083,565261,1227743,390447,3823668,437562,1055294,200,409948,126462,10283668,780000,0,11063668,0,5125385,16189053,POINT (-95.1563758 41.03014)
2016_19_CHICKASAW_EXPEND_SA,2016,19,CHICKASAW,2176548,1694881,802355,781674,4936921,466823,1625058,4002,0,294985,12783247,1973629,0,14756876,0,4704611,19461487,POINT (-92.3176637 43.06004140000001)
2017_52_JOHNSON_EXPEND_SA,2017,52,JOHNSON,23615540,10256294,8489374,5000280,9567031,2777889,9080432,4500,17107388,16570205,102468933,17506460,0,119975393,0,22551339,142526732,POINT (-91.5880849 41.6715511)
2018_46_HUMBOLDT_EXPEND_SA,2018,46,HUMBOLDT,2088850,393794,829917,806297,3861123,495348,1257350,0,128787,559000,10420466,1853918,0,12274384,0,6405660,18680044,POINT (-94.2071868 42.7764686)
2005_50_JASPER_EXPEND_SA,2005,50,JASPER,3580536,1873118,3967657,939247,5006780,861583,2210858,500,790660,9480862,28711801,2214097,,30925898,0,3907569,34833467,POINT (-93.053765 41.6860394)
2009_71_O'BRIEN_EXPEND_SA,2009,71,O'BRIEN,2764155,548964,1877700,863162,3470850,493703,912718,10000,344897,779025,12065174,1273381,0,13338555,0,2005313,15343868,POINT (-95.6248784 43.0837527)
2016_4_APPANOOSE_EXPEND_SA,2016,4,APPANOOSE,2432259,965051,724802,839035,3797000,569483,1035494,0,152310,175000,10690434,771185,0,11461619,0,5212491,16674110,POINT (-92.8686104 40.7431635)
2008_39_GUTHRIE_EXPEND_SA,2008,39,GUTHRIE,1051250,1198909,1108700,1320757,3243446,381808,1098991,12500,450000,589000,10455361,1095079,0,11550440,0,4705840,16256280,POINT (-94.501055 41.6837548)
2022_83_SHELBY_EXPEND_SA,2022,83,SHELBY,2862472,623785,289450,521122,6341726,442355,1631052,12000,112000,947900,13783862,4000857,0,17784719,0,2847816,20632535,POINT (-95.31021130000002 41.6850926)
2016_2_ADAMS_EXPEND_SA,2016,2,ADAMS,1160003,251645,170644,767020,3111100,328263,751443,42500,803030,4255500,11641148,916246,0,12557394,0,1890143,14447537,POINT (-94.6991849 41.02898390000001)
2007_39_GUTHRIE_EXPEND_SA,2007,39,GUTHRIE,1012785,1153046,1078000,1060199,3672278,411325,1073988,0,450000,127000,10038621,888264,,10926885,0,4058371,14985256,POINT (-94.501055 41.6837548)
2014_29_DES MOINES_EXPEND_SA,2014,29,DES MOINES,6613175,1615592,2522762,2200703,4989429,1029391,3623603,0,755748,810000,24160403,3296167,0,27456570,0,5266138,32722708,POINT (-91.1814707 40.9231829)
2013_13_CALHOUN_EXPEND_SA,2013,13,CALHOUN,2064357,2233902,1489200,774479,4117786,568461,1161662,8675,0,726000,13144522,1291366,0,14435888,0,6257674,20693562,POINT (-94.6404136 42.385184800000005)
2006_83_SHELBY_EXPEND_SA,2006,83,SHELBY,1489634,375425,1825208,312496,4214516,362766,975950,25100,83674,940879,10605648,1012286,,11617934,0,2549056,14166990,POINT (-95.31021130000002 41.6850926)
2017_71_O'BRIEN_EXPEND_SA,2017,71,O'BRIEN,3365412,449711,826359,938708,4686000,595984,1553258,10100,284711,1174690,13884933,1943525,0,15828458,0,5996140,21824598,POINT (-95.6248784 43.0837527)
2012_12_BUTLER_EXPEND_SA,2012,12,BUTLER,2125630,1428248,28750000,792117,4850000,527815,1555288,10000,228010,3075000,43342108,3249000,0,46591108,0,4917710,51508818,POINT (-92.7901934 42.7315661)
2019_79_POWESHIEK_EXPEND_SA,2019,79,POWESHIEK,3209913,362113,435364,652042,7342947,663349,1332887,454900,748108,2989053,18190676,2785188,0,20975864,0,7412431,28388295,POINT (-92.53146840000001 41.6864422)
2014_57_LINN_EXPEND_SA,2014,57,LINN,24329540,15575915,21414579,6970137,12204452,4127626,13649631,0,1755463,8383082,108410425,16937491,0,125347916,0,23841219,149189135,POINT (-91.5989646 42.0789478)
2021_55_KOSSUTH_EXPEND_SA,2021,55,KOSSUTH,4076444,433066,562880,1246097,8735400,1134039,3011614,66636,0,3687500,22953676,2883537,0,25837213,0,6738212,32575425,POINT (-94.2067199 43.20413)
2017_37_GREENE_EXPEND_SA,2017,37,GREENE,1641545,453745,376603,844007,5483214,373852,1866518,260000,0,619000,11918484,1862000,0,13780484,0,3265484,17045968,POINT (-94.3968356 42.0362394)
2018_70_MUSCATINE_EXPEND_SA,2018,70,MUSCATINE,10178664,1182792,2245068,1364247,6449000,861645,3087850,0,2063436,3690000,31122702,2611560,0,33734262,0,10772246,44506508,POINT (-91.1127562 41.4839221)
2008_54_KEOKUK_EXPEND_SA,2008,54,KEOKUK,911117,771214,971729,484054,3726700,385997,1155284,0,0,624000,9030095,1004000,0,10034095,0,3409912,13444007,POINT (-92.1786426 41.336465)
2021_92_WASHINGTON_EXPEND_SA,2021,92,WASHINGTON,7744852,2401943,932530,1256851,7162528,884666,2590610,20000,3207693,3787018,29988691,3106594,0,33095285,0,4962994,38058279,POINT (-91.7178676 41.335591)
2010_46_HUMBOLDT_EXPEND_SA,2010,46,HUMBOLDT,1520298,384420,1345083,576902,3239355,397427,1082716,0,0,327000,8873201,1207397,0,10080598,0,3654635,13735233,POINT (-94.2071868 42.7764686)
2005_87_TAYLOR_EXPEND_SA,2005,87,TAYLOR,698985,861814,479031,160541,2446000,249400,557286,0,139141,4632401,10224599,482542,,10707141,0,538472,11245613,POINT (-94.6964148 40.73743240000001)
2006_61_MADISON_EXPEND_SA,2006,61,MADISON,1704367,507326,1051650,481915,3694330,432626,789532,0,152212,1219320,10033278,1135492,,11168770,0,1893080,13061850,POINT (-94.01556190000001 41.33071420000001)
2011_79_POWESHIEK_EXPEND_SA,2011,79,POWESHIEK,2638287,437586,1553069,1074017,5014650,718254,1152031,202493,607563,1111400,14509350,1980039,0,16489389,0,3883471,20372860,POINT (-92.53146840000001 41.6864422)
2012_72_OSCEOLA_EXPEND_SA,2012,72,OSCEOLA,1103670,234286,693158,431041,2675000,281905,689710,69781,439719,280000,6898270,1143359,0,8041629,0,2304090,10345719,POINT (-95.6236852 43.3785704)
2014_89_VAN BUREN_EXPEND_SA,2014,89,VAN BUREN,1147351,463809,222955,390160,3146000,304140,618251,5700,0,417600,6715966,666428,0,7382394,0,2114023,9496417,POINT (-91.9499871 40.7532294)
2011_11_BUENA VISTA_EXPEND_SA,2011,11,BUENA VISTA,2695749,1214399,1587334,698559,4258750,630209,1260196,25740,1052300,1409616,14832852,1860825,0,16693677,0,4354981,21048658,POINT (-95.15114900000002 42.7354936)
2017_7_BLACK HAWK_EXPEND_SA,2017,7,BLACK HAWK,21444509,7852219,6323340,6426151,7168298,2075678,6035764,0,9097091,9157000,75580050,3233429,0,78813479,0,26803976,105617455,POINT (-92.3088197 42.4700957)
2006_89_VAN BUREN_EXPEND_SA,2006,89,VAN BUREN,879059,359408,631996,356673,2615000,315179,486579,3500,0,367723,6015117,487301,,6502418,0,1424240,7926658,POINT (-91.9499871 40.7532294)
2017_22_CLAYTON_EXPEND_SA,2017,22,CLAYTON,2966489,636955,628037,1413493,6608416,703899,1761155,1500,337053,1756938,16813935,1700000,0,18513935,0,4908903,23422838,POINT (-91.34143280000002 42.8447493)
2014_10_BUCHANAN_EXPEND_SA,2014,10,BUCHANAN,3237849,596352,1230484,1087648,6334700,745019,1470135,59875,420218,1129000,16311280,2278477,0,18589757,0,3648759,22238516,POINT (-91.8378392 42.4707777)
2009_11_BUENA VISTA_EXPEND_SA,2009,11,BUENA VISTA,2473890,1216919,1678613,653739,4018035,605567,1241248,35285,1312087,1469350,14704733,1712257,0,16416990,0,3037246,19454236,POINT (-95.15114900000002 42.7354936)
2006_74_PALO ALTO_EXPEND_SA,2006,74,PALO ALTO,1209344,293418,1454337,953362,3265357,429384,1071414,0,113154,827146,9616916,1164312,,10781228,0,3734075,14515303,POINT (-94.6781371 43.0820643)
2013_40_HAMILTON_EXPEND_SA,2013,40,HAMILTON,2677155,1798542,2642270,1470140,4508500,494807,1303413,0,2484084,1075173,18454084,2532555,0,20986639,0,2307970,23294609,POINT (-93.7068085 42.3837722)
2006_15_CASS_EXPEND_SA,2006,15,CASS,1637291,476402,1905154,515359,3485740,504032,1014425,407900,0,1859436,11805739,1541890,,13347629,0,1072835,14420464,POINT (-94.9278266 41.3314876)
2011_88_UNION_EXPEND_SA,2011,88,UNION,1339070,429206,1562100,525058,4036610,449499,904150,0,1794159,2928437,13968289,639488,0,14607777,0,5662530,20270307,POINT (-94.2423792 41.0277304)
2019_23_CLINTON_EXPEND_SA,2019,23,CLINTON,8665689,2143610,1795148,1871362,6468512,1262265,4402055,0,2916522,20076144,49601307,3978209,0,53579516,0,2035626,55615142,POINT (-90.5319724 41.8980358)
2017_95_WINNEBAGO_EXPEND_SA,2017,95,WINNEBAGO,2079447,1474847,820659,992924,3652754,605228,1829360,10990,2818270,3839626,18124105,1577737,0,19701842,0,12376381,32078223,POINT (-93.7341955 43.37756780000001)
